ReadingDate,Latitude,Longitude,Elevation,Heading,Speed,Fix,Satellites,HDOP,VDOP,VerticalVelocity,Pressure,TempExternal,TempInternal,BeaconAlarmState,BatteryVoltage,ModemVoltage
2014-02-19 00:23:05,77.8573316666667,-77.9556683333333,,,,,11,,,,,,-23.44437584,0,4.1984360304,4.349951184
2014-02-19 01:22:57,77.8575833333333,-77.9583,,,,,13,,,,,,-23.44437584,0,4.1984360304,4.3450635984
2014-02-19 02:22:58,77.8575633333333,-77.9581016666667,,,,,12,,,,,,-23.44437584,0,4.203323616,4.3450635984
2014-02-19 03:23:21,77.8576266666667,-77.958245,,,,,15,,,,,,-23.44437584,0,4.1984360304,4.3450635984
2014-02-19 04:22:59,77.857645,-77.9580966666667,,,,,14,,,,,,-23.44437584,0,4.1984360304,4.3450635984
2014-02-19 05:22:59,77.8575966666667,-77.958185,,,,,13,,,,,,-23.44437584,0,4.1984360304,4.3450635984
2014-02-19 06:23:24,77.8575383333333,-77.958235,,,,,10,,,,,,-23.44437584,0,4.1935484448,4.3450635984
2014-02-19 07:23:00,77.8575516666667,-77.9582266666667,,,,,10,,,,,,-23.44437584,0,4.203323616,4.3450635984
2014-02-19 08:23:08,77.85757,-77.9582266666667,,,,,9,,,,,,-23.44437584,0,4.1935484448,4.3450635984
2014-02-19 09:23:08,77.8575533333333,-77.9583683333333,,,,,10,,,,,,-23.44437584,0,4.1935484448,4.3450635984
2014-02-19 10:23:02,77.857675,-77.95848,,,,,10,,,,,,-23.44437584,0,4.1984360304,4.3450635984
2014-02-19 11:23:02,77.85784,-77.95893,,,,,10,,,,,,-23.44437584,0,4.203323616,4.3450635984
2014-02-19 12:23:24,77.8575633333333,-77.9580616666667,,,,,9,,,,,,-23.44437584,0,4.203323616,4.3450635984
2014-02-19 13:23:02,77.85757,-77.9582333333333,,,,,11,,,,,,-23.44437584,0,4.203323616,4.349951184
2014-02-19 14:23:02,77.8576,-77.958015,,,,,13,,,,,,-23.44437584,0,4.1935484448,4.3450635984
2014-02-19 15:23:43,77.8575866666667,-77.9580433333333,,,,,14,,,,,,-23.44437584,0,4.1984360304,4.3450635984
2014-02-19 16:23:02,77.8576166666667,-77.958065,,,,,13,,,,,,-23.44437584,0,4.1984360304,4.349951184
2014-02-19 17:23:03,77.8577033333333,-77.9580133333333,,,,,10,,,,,,-23.44437584,0,4.1935484448,4.3450635984
2014-02-19 18:23:36,77.8575983333333,-77.9582383333333,,,,,12,,,,,,-23.44437584,0,4.1984360304,4.3450635984
2014-02-19 19:23:04,77.8576033333333,-77.9581866666667,,,,,10,,,,,,-23.44437584,0,4.203323616,4.3450635984
2014-02-19 20:23:04,77.857715,-77.958305,,,,,10,,,,,,-23.44437584,0,4.203323616,4.3450635984
2014-02-19 21:23:29,77.8576516666667,-77.95832,,,,,9,,,,,,-23.44437584,0,4.1935484448,4.3450635984
2014-02-19 22:23:37,77.8576516666667,-77.958315,,,,,10,,,,,,-23.44437584,0,4.1935484448,4.3450635984
2014-02-19 23:23:05,77.8576216666667,-77.95835,,,,,8,,,,,,-23.44437584,0,4.203323616,4.349951184
2014-02-20 00:23:13,77.8576783333333,-77.9591633333333,,,,,11,,,,,,-23.44437584,0,4.203323616,4.3450635984
2014-02-20 01:23:36,77.8575533333333,-77.9584116666667,,,,,13,,,,,,-23.44437584,0,4.1935484448,4.3450635984
2014-02-20 02:23:07,77.857545,-77.95836,,,,,13,,,,,,-23.44437584,0,4.1935484448,4.3450635984
2014-02-20 03:23:06,77.8575666666667,-77.958345,,,,,14,,,,,,-23.9331344,0,4.1984360304,4.3450635984
2014-02-20 04:23:05,77.8575266666667,-77.958355,,,,,13,,,,,,-23.9331344,0,4.1984360304,4.3450635984
2014-02-20 05:23:46,77.85763,-77.9582533333333,,,,,13,,,,,,-23.9331344,0,4.1935484448,4.3450635984
2014-02-20 06:23:07,77.85758,-77.9581583333333,,,,,10,,,,,,-23.9331344,0,4.203323616,4.3450635984
2014-02-20 07:23:07,77.85752,-77.958255,,,,,10,,,,,,-23.9331344,0,4.203323616,4.3450635984
