ID,yyyy,mm,dd,hh,lat,long
300034013464160,2013,8,29,1,79.28535,-71.1992166667
300034013464160,2013,8,29,2,79.2866333333,-71.1991
300034013464160,2013,8,29,3,79.2879833333,-71.2001166667
300034013464160,2013,8,29,4,79.2888833333,-71.2015333333
300034013464160,2013,8,29,5,79.28915,-71.2020666667
300034013464160,2013,8,29,6,79.28905,-71.2018
300034013464160,2013,8,29,7,79.28865,-71.20105
300034013464160,2013,8,29,8,79.2878666667,-71.1999166667
300034013464160,2013,8,29,9,79.2867333333,-71.1991
300034013464160,2013,8,29,10,79.2855,-71.1991
300034013464160,2013,8,29,11,79.2844,-71.1999666667
300034013464160,2013,8,29,12,79.2836166667,-71.20115
300034013464160,2013,8,29,13,79.2831166667,-71.2020833333
300034013464160,2013,8,29,14,79.2831,-71.2021
300034013464160,2013,8,29,15,79.28365,-71.2011
300034013464160,2013,8,29,16,79.2845,-71.19995
300034013464160,2013,8,29,17,79.2853833333,-71.1992666667
300034013464160,2013,8,29,18,79.2860833333,-71.1991666667
300034013464160,2013,8,29,19,79.2866833333,-71.1992833333
300034013464160,2013,8,29,20,79.28715,-71.19955
300034013464160,2013,8,29,21,79.2874666667,-71.1997
300034013464160,2013,8,29,22,79.2874666667,-71.1996333333
300034013464160,2013,8,29,23,79.2874333333,-71.1994166667
300034013464160,2013,8,30,0,79.28765,-71.1996
300034013464160,2013,8,30,1,79.2881,-71.2001833333
300034013464160,2013,8,30,2,79.2887,-71.20115
300034013464160,2013,8,30,3,79.2891833333,-71.2021333333
300034013464160,2013,8,30,4,79.28955,-71.2029333333
300034013464160,2013,8,30,5,79.28965,-71.2030833333
300034013464160,2013,8,30,6,79.2895666667,-71.2028833333
300034013464160,2013,8,30,7,79.2893833333,-71.2024833333
300034013464160,2013,8,30,8,79.28905,-71.2017833333
300034013464160,2013,8,30,9,79.2886833333,-71.2011333333
300034013464160,2013,8,30,10,79.2882666667,-71.2005
300034013464160,2013,8,30,11,79.2878166667,-71.1999333333
300034013464160,2013,8,30,12,79.2874333333,-71.1995666667
300034013464160,2013,8,30,13,79.287,-71.1992666667
300034013464160,2013,8,30,14,79.2865666667,-71.1991
300034013464160,2013,8,30,15,79.2863166667,-71.1990666667
300034013464160,2013,8,30,16,79.28615,-71.19905
300034013464160,2013,8,30,17,79.28595,-71.19905
300034013464160,2013,8,30,18,79.2856166667,-71.19905
300034013464160,2013,8,30,19,79.2851833333,-71.1992666667
300034013464160,2013,8,30,20,79.2847,-71.1997
300034013464160,2013,8,30,21,79.2842833333,-71.20015
300034013464160,2013,8,30,22,79.2841666667,-71.20025
300034013464160,2013,8,30,23,79.2843666667,-71.1999333333
300034013464160,2013,8,31,0,79.2849,-71.1993666667
300034013464160,2013,8,31,1,79.28565,-71.1988333333
300034013464160,2013,8,31,2,79.2864833333,-71.19895
300034013464160,2013,8,31,3,79.2872666667,-71.1994
300034013464160,2013,8,31,4,79.28785,-71.1999833333
300034013464160,2013,8,31,5,79.2881666667,-71.2003166667
300034013464160,2013,8,31,6,79.2882,-71.2003333333
300034013464160,2013,8,31,7,79.2880666667,-71.2001666667
300034013464160,2013,8,31,8,79.2879666667,-71.2001166667
300034013464160,2013,8,31,9,79.28795,-71.2
300034013464160,2013,8,31,10,79.2878666667,-71.1999333333
300034013464160,2013,8,31,11,79.2876666667,-71.1997166667
300034013464160,2013,8,31,12,79.2872,-71.1993166667
300034013464160,2013,8,31,13,79.2864333333,-71.199
300034013464160,2013,8,31,14,79.2854833333,-71.1991
300034013464160,2013,8,31,15,79.2844666667,-71.1999166667
300034013464160,2013,8,31,16,79.2837166667,-71.2009666667
300034013464160,2013,8,31,17,79.2832833333,-71.20175
300034013464160,2013,8,31,18,79.28315,-71.202
300034013464160,2013,8,31,19,79.2832833333,-71.2016833333
300034013464160,2013,8,31,20,79.2836,-71.2011166667
300034013464160,2013,8,31,21,79.2841166667,-71.20035
300034013464160,2013,8,31,22,79.2849333333,-71.19945
300034013464160,2013,8,31,23,79.286,-71.19895
300034013464160,2013,9,1,0,79.2872333333,-71.1993
300034013464160,2013,9,1,1,79.2885166667,-71.2005666667
300034013464160,2013,9,1,2,79.2896666667,-71.2028333333
300034013464160,2013,9,1,3,79.2903333333,-71.20475
300034013464160,2013,9,1,4,79.2905333333,-71.2054833333
300034013464160,2013,9,1,5,79.2904,-71.20505
300034013464160,2013,9,1,6,79.2901333333,-71.2043
300034013464160,2013,9,1,7,79.28995,-71.2037833333
300034013464160,2013,9,1,8,79.2899,-71.2037166667
300034013464160,2013,9,1,9,79.2899,-71.2037
300034013464160,2013,9,1,10,79.2898833333,-71.20365
300034013464160,2013,9,1,11,79.2897333333,-71.2032666667
300034013464160,2013,9,1,12,79.2893,-71.2023333333
300034013464160,2013,9,1,13,79.2886333333,-71.2010833333
300034013464160,2013,9,1,14,79.2877,-71.1997666667
300034013464160,2013,9,1,15,79.2865,-71.1989833333
300034013464160,2013,9,1,16,79.2851,-71.1992833333
300034013464160,2013,9,1,17,79.2836166667,-71.2011333333
300034013464160,2013,9,1,18,79.2824333333,-71.2036833333
300034013464160,2013,9,1,19,79.282,-71.20495
300034013464160,2013,9,1,20,79.2821833333,-71.20435
300034013464160,2013,9,1,21,79.2828666667,-71.2025833333
300034013464160,2013,9,1,22,79.28415,-71.2003166667
300034013464160,2013,9,1,23,79.2859666667,-71.1989833333
300034013464160,2013,9,2,0,79.2880666667,-71.2000333333
300034013464160,2013,9,2,1,79.2899,-71.2034333333
300034013464160,2013,9,2,2,79.2910666667,-71.2071333333
300034013464160,2013,9,2,3,79.2915333333,-71.2091666667
300034013464160,2013,9,2,4,79.2916166667,-71.2096666667
300034013464160,2013,9,2,5,79.2916333333,-71.20975
300034013464160,2013,9,2,6,79.2917,-71.2100333333
300034013464160,2013,9,2,7,79.2918166667,-71.21065
300034013464160,2013,9,2,8,79.2919333333,-71.2112666667
300034013464160,2013,9,2,9,79.29195,-71.2113666667
300034013464160,2013,9,2,10,79.29195,-71.21135
300034013464160,2013,9,2,11,79.2918833333,-71.2109833333
300034013464160,2013,9,2,12,79.2917166667,-71.2101833333
300034013464160,2013,9,2,13,79.2916,-71.2097333333
300034013464160,2013,9,2,14,79.2915333333,-71.2093833333
300034013464160,2013,9,2,15,79.29145,-71.2089833333
300034013464160,2013,9,2,16,79.2913333333,-71.2085333333
300034013464160,2013,9,2,17,79.2912833333,-71.2083666667
300034013464160,2013,9,2,18,79.2913,-71.2083333333
300034013464160,2013,9,2,19,79.2913833333,-71.2087
300034013464160,2013,9,2,20,79.2916,-71.2096
300034013464160,2013,9,2,21,79.29175,-71.2103333333
300034013464160,2013,9,2,22,79.29185,-71.21085
300034013464160,2013,9,2,23,79.2919333333,-71.21125
300034013464160,2013,9,3,0,79.2919666667,-71.2113666667
300034013464160,2013,9,3,1,79.2920166667,-71.2117333333
300034013464160,2013,9,3,2,79.2921833333,-71.2125166667
300034013464160,2013,9,3,3,79.29245,-71.21405
300034013464160,2013,9,3,4,79.2928,-71.2166666667
300034013464160,2013,9,3,5,79.2931833333,-71.21995
300034013464160,2013,9,3,6,79.2935666667,-71.2236333333
300034013464160,2013,9,3,7,79.29395,-71.2280166667
300034013464160,2013,9,3,8,79.2942,-71.2319166667
300034013464160,2013,9,3,9,79.2943333333,-71.23455
300034013464160,2013,9,3,10,79.29435,-71.23495
300034013464160,2013,9,3,11,79.29435,-71.2348333333
300034013464160,2013,9,3,12,79.29435,-71.2347166667
300034013464160,2013,9,3,13,79.29435,-71.23475
300034013464160,2013,9,3,14,79.2943666667,-71.2355333333
300034013464160,2013,9,3,15,79.2944,-71.2375833333
300034013464160,2013,9,3,16,79.2944,-71.24105
300034013464160,2013,9,3,17,79.2944666667,-71.2459833333
300034013464160,2013,9,3,18,79.2944,-71.2523
300034013464160,2013,9,3,19,79.2941,-71.2594
300034013464160,2013,9,3,20,79.2935833333,-71.26605
300034013464160,2013,9,3,21,79.29305,-71.2707666667
300034013464160,2013,9,3,22,79.2928166667,-71.27245
300034013464160,2013,9,3,23,79.2928833333,-71.2718333333
300034013464160,2013,9,4,0,79.2931,-71.2702833333
300034013464160,2013,9,4,1,79.2933166667,-71.2684666667
300034013464160,2013,9,4,2,79.2934333333,-71.26705
300034013464160,2013,9,4,3,79.29345,-71.2663
300034013464160,2013,9,4,4,79.2934166667,-71.2665166667
300034013464160,2013,9,4,5,79.2932666667,-71.2681666667
300034013464160,2013,9,4,6,79.2929833333,-71.2709333333
300034013464160,2013,9,4,7,79.2926,-71.2738
300034013464160,2013,9,4,8,79.2923833333,-71.27515
300034013464160,2013,9,4,9,79.2924333333,-71.2749666667
300034013464160,2013,9,4,10,79.2925666667,-71.2741166667
300034013464160,2013,9,4,11,79.29275,-71.2728833333
300034013464160,2013,9,4,12,79.2928833333,-71.2720333333
300034013464160,2013,9,4,13,79.2928833333,-71.2720166667
300034013464160,2013,9,4,14,79.2926833333,-71.2732
300034013464160,2013,9,4,15,79.2922333333,-71.2761
300034013464160,2013,9,4,16,79.2913,-71.281
300034013464160,2013,9,4,17,79.2896166667,-71.2868833333
300034013464160,2013,9,4,18,79.2870333333,-71.2905
300034013464160,2013,9,4,19,79.2843333333,-71.28965
300034013464160,2013,9,4,20,79.2825333333,-71.2860666667
300034013464160,2013,9,4,21,79.2819666667,-71.28445
300034013464160,2013,9,4,22,79.28205,-71.2846833333
300034013464160,2013,9,4,23,79.2822333333,-71.28525
300034013464160,2013,9,5,0,79.2825333333,-71.2860666667
300034013464160,2013,9,5,1,79.28285,-71.2868166667
300034013464160,2013,9,5,2,79.2828333333,-71.2866666667
300034013464160,2013,9,5,3,79.2825333333,-71.28595
300034013464160,2013,9,5,4,79.28215,-71.2851
300034013464160,2013,9,5,5,79.2817,-71.2837666667
300034013464160,2013,9,5,6,79.2811666667,-71.2817333333
300034013464160,2013,9,5,7,79.2806666667,-71.2794666667
300034013464160,2013,9,5,8,79.2804666667,-71.2785833333
300034013464160,2013,9,5,9,79.28055,-71.27895
300034013464160,2013,9,5,10,79.2805833333,-71.27915
300034013464160,2013,9,5,11,79.2805833333,-71.2791
300034013464160,2013,9,5,12,79.2806,-71.2792333333
300034013464160,2013,9,5,13,79.2806166667,-71.2792166667
300034013464160,2013,9,5,14,79.28045,-71.2783166667
300034013464160,2013,9,5,15,79.2800833333,-71.27655
300034013464160,2013,9,5,16,79.27955,-71.2739166667
300034013464160,2013,9,5,17,79.2790666667,-71.2706666667
300034013464160,2013,9,5,18,79.2786333333,-71.2669166667
300034013464160,2013,9,5,19,79.27835,-71.2635666667
300034013464160,2013,9,5,20,79.2782,-71.2615
300034013464160,2013,9,5,21,79.2781,-71.2604166667
300034013464160,2013,9,5,22,79.2781,-71.2599333333
300034013464160,2013,9,5,23,79.2780666667,-71.2596833333
300034013464160,2013,9,6,0,79.27805,-71.2595166667
300034013464160,2013,9,6,1,79.278,-71.2586333333
300034013464160,2013,9,6,2,79.2778666667,-71.2560833333
300034013464160,2013,9,6,3,79.2777166667,-71.25135
300034013464160,2013,9,6,4,79.2775166667,-71.2447666667
300034013464160,2013,9,6,5,79.2776166667,-71.2370166667
300034013464160,2013,9,6,6,79.278,-71.2302666667
300034013464160,2013,9,6,7,79.27835,-71.22625
300034013464160,2013,9,6,8,79.2785333333,-71.2244
300034013464160,2013,9,6,9,79.2786833333,-71.2229666667
300034013464160,2013,9,6,10,79.2788666667,-71.2211333333
300034013464160,2013,9,6,11,79.2792166667,-71.21845
300034013464160,2013,9,6,12,79.2796666667,-71.2154666667
300034013464160,2013,9,6,13,79.2800666667,-71.2132666667
300034013464160,2013,9,6,14,79.2804833333,-71.2112666667
300034013464160,2013,9,6,15,79.2807333333,-71.21015
300034013464160,2013,9,6,16,79.28055,-71.2106333333
300034013464160,2013,9,6,17,79.27995,-71.2133166667
300034013464160,2013,9,6,18,79.2791666667,-71.2183
300034013464160,2013,9,6,19,79.2784666667,-71.2253
300034013464160,2013,9,6,20,79.2779666667,-71.2323166667
300034013464160,2013,9,6,21,79.2777833333,-71.2364333333
300034013464160,2013,9,6,22,79.2777666667,-71.2366
300034013464160,2013,9,6,23,79.2777833333,-71.2365166667
300034013464160,2013,9,7,0,79.2777833333,-71.2361666667
300034013464160,2013,9,7,1,79.2778166667,-71.2352333333
300034013464160,2013,9,7,2,79.2778666667,-71.2339
300034013464160,2013,9,7,3,79.27795,-71.2317333333
300034013464160,2013,9,7,4,79.2780666667,-71.2290833333
300034013464160,2013,9,7,5,79.2781666667,-71.2275
300034013464160,2013,9,7,6,79.2781166667,-71.2281
300034013464160,2013,9,7,7,79.27795,-71.2313833333
300034013464160,2013,9,7,8,79.2777666667,-71.2363833333
300034013464160,2013,9,7,9,79.27765,-71.2411833333
300034013464160,2013,9,7,10,79.27765,-71.2426166667
300034013464160,2013,9,7,11,79.27765,-71.2426166667
300034013464160,2013,9,7,12,79.27765,-71.2426333333
300034013464160,2013,9,7,13,79.27765,-71.2426166667
300034013464160,2013,9,7,14,79.27765,-71.2428333333
300034013464160,2013,9,7,15,79.2776333333,-71.2433166667
300034013464160,2013,9,7,16,79.2775833333,-71.2441
300034013464160,2013,9,7,17,79.2774833333,-71.24635
300034013464160,2013,9,7,18,79.2775,-71.2482333333
300034013464160,2013,9,7,19,79.2775833333,-71.25085
300034013464160,2013,9,7,20,79.2777333333,-71.2541166667
300034013464160,2013,9,7,21,79.2779333333,-71.25785
300034013464160,2013,9,7,22,79.2781166667,-71.2603833333
300034013464160,2013,9,7,23,79.27815,-71.26085
300034013464160,2013,9,8,0,79.27815,-71.2607666667
300034013464160,2013,9,8,1,79.27815,-71.2608333333
300034013464160,2013,9,8,2,79.27815,-71.2608833333
300034013464160,2013,9,8,3,79.27815,-71.261
300034013464160,2013,9,8,4,79.2781166667,-71.2613166667
300034013464160,2013,9,8,5,79.278,-71.2609833333
300034013464160,2013,9,8,6,79.2779666667,-71.2606166667
300034013464160,2013,9,8,7,79.2780166667,-71.2608666667
300034013464160,2013,9,8,8,79.2781666667,-71.2615
300034013464160,2013,9,8,9,79.2782666667,-71.26265
300034013464160,2013,9,8,10,79.2782666667,-71.2625166667
300034013464160,2013,9,8,11,79.27825,-71.2624833333
300034013464160,2013,9,8,12,79.27825,-71.2624333333
300034013464160,2013,9,8,13,79.2782666667,-71.2624666667
300034013464160,2013,9,8,14,79.2782666667,-71.2623833333
300034013464160,2013,9,8,15,79.27825,-71.2624166667
300034013464160,2013,9,8,16,79.2781333333,-71.2615833333
300034013464160,2013,9,8,17,79.2779333333,-71.2599166667
300034013464160,2013,9,8,18,79.2778333333,-71.2585333333
300034013464160,2013,9,8,19,79.2778166667,-71.2579333333
300034013464160,2013,9,8,20,79.2779166667,-71.2581833333
300034013464160,2013,9,8,21,79.2779833333,-71.25885
300034013464160,2013,9,8,22,79.278,-71.2590666667
300034013464160,2013,9,8,23,79.27805,-71.2597
300034013464160,2013,9,9,0,79.2781,-71.26055
300034013464160,2013,9,9,1,79.2781166667,-71.2606166667
300034013464160,2013,9,9,2,79.2781,-71.2606333333
300034013464160,2013,9,9,3,79.2781333333,-71.261
300034013464160,2013,9,9,4,79.2781833333,-71.2619333333
300034013464160,2013,9,9,5,79.2782666667,-71.2637666667
300034013464160,2013,9,9,6,79.2783833333,-71.2654
300034013464160,2013,9,9,7,79.2783333333,-71.2648333333
300034013464160,2013,9,9,8,79.27825,-71.2634
300034013464160,2013,9,9,9,79.2782,-71.26205
300034013464160,2013,9,9,10,79.2782,-71.26195
300034013464160,2013,9,9,11,79.2782166667,-71.26215
300034013464160,2013,9,9,12,79.2782,-71.26195
300034013464160,2013,9,9,13,79.2782,-71.2619166667
300034013464160,2013,9,9,14,79.2781666667,-71.2612166667
300034013464160,2013,9,9,15,79.27805,-71.2595666667
300034013464160,2013,9,9,16,79.278,-71.2588
300034013464160,2013,9,9,17,79.2778666667,-71.2582333333
300034013464160,2013,9,9,18,79.27775,-71.2569666667
300034013464160,2013,9,9,19,79.2777,-71.2557833333
300034013464160,2013,9,9,20,79.2776666667,-71.2543
300034013464160,2013,9,9,21,79.2776666667,-71.2527166667
300034013464160,2013,9,9,22,79.27765,-71.2521833333
300034013464160,2013,9,9,23,79.27765,-71.2523166667
300034013464160,2013,9,10,0,79.2776666667,-71.2523666667
300034013464160,2013,9,10,1,79.2776666667,-71.25235
300034013464160,2013,9,10,2,79.27765,-71.2523
300034013464160,2013,9,10,3,79.2776666667,-71.2523833333
300034013464160,2013,9,10,4,79.2776333333,-71.2522166667
300034013464160,2013,9,10,5,79.2776166667,-71.25185
300034013464160,2013,9,10,6,79.2775833333,-71.25195
300034013464160,2013,9,10,7,79.2776,-71.2523666667
300034013464160,2013,9,10,8,79.2776166667,-71.2527
300034013464160,2013,9,10,9,79.2776833333,-71.2534833333
300034013464160,2013,9,10,10,79.2777833333,-71.2558
300034013464160,2013,9,10,11,79.2779166667,-71.2583666667
300034013464160,2013,9,10,12,79.2780166667,-71.2597166667
300034013464160,2013,9,10,13,79.2780333333,-71.2597666667
300034013464160,2013,9,10,14,79.278,-71.2589333333
300034013464160,2013,9,10,15,79.2779333333,-71.2581833333
300034013464160,2013,9,10,16,79.2778666667,-71.2568666667
300034013464160,2013,9,10,17,79.2777666667,-71.2553333333
300034013464160,2013,9,10,18,79.2776833333,-71.2546833333
300034013464160,2013,9,10,19,79.2777,-71.2556166667
300034013464160,2013,9,10,20,79.2777833333,-71.2574166667
300034013464160,2013,9,10,21,79.2780166667,-71.2603833333
300034013464160,2013,9,10,22,79.2782166667,-71.26255
300034013464160,2013,9,10,23,79.2783666667,-71.2639
300034013464160,2013,9,11,0,79.2783833333,-71.2642833333
300034013464160,2013,9,11,1,79.2783833333,-71.2641333333
300034013464160,2013,9,11,2,79.2783,-71.2632166667
300034013464160,2013,9,11,3,79.2781333333,-71.2611833333
300034013464160,2013,9,11,4,79.2779333333,-71.2581833333
300034013464160,2013,9,11,5,79.2778,-71.2555166667
300034013464160,2013,9,11,6,79.2776833333,-71.2544833333
300034013464160,2013,9,11,7,79.2776666667,-71.2546166667
300034013464160,2013,9,11,8,79.2777333333,-71.25635
300034013464160,2013,9,11,9,79.2779333333,-71.2592833333
300034013464160,2013,9,11,10,79.2781666667,-71.2621166667
300034013464160,2013,9,11,11,79.2783333333,-71.26385
300034013464160,2013,9,11,12,79.2783666667,-71.2641166667
300034013464160,2013,9,11,13,79.2783333333,-71.2636833333
300034013464160,2013,9,11,14,79.27835,-71.2638
300034013464160,2013,9,11,15,79.2783333333,-71.2636166667
300034013464160,2013,9,11,16,79.27835,-71.2638666667
300034013464160,2013,9,11,17,79.2784,-71.2646333333
300034013464160,2013,9,11,18,79.2785,-71.2659
300034013464160,2013,9,11,19,79.2785833333,-71.2669833333
300034013464160,2013,9,11,20,79.2786333333,-71.2678166667
300034013464160,2013,9,11,21,79.2786,-71.2673333333
300034013464160,2013,9,11,22,79.2786166667,-71.2671
300034013464160,2013,9,11,23,79.2786333333,-71.2667666667
300034013464160,2013,9,12,0,79.2786333333,-71.2668166667
300034013464160,2013,9,12,1,79.2786333333,-71.2666333333
300034013464160,2013,9,12,2,79.2786166667,-71.2665666667
300034013464160,2013,9,12,3,79.27855,-71.2659333333
300034013464160,2013,9,12,4,79.27855,-71.2658
300034013464160,2013,9,12,5,79.2784833333,-71.2652333333
300034013464160,2013,9,12,6,79.2783166667,-71.26355
300034013464160,2013,9,12,7,79.2780166667,-71.25995
300034013464160,2013,9,12,8,79.2777666667,-71.2558166667
300034013464160,2013,9,12,9,79.2776333333,-71.2524666667
300034013464160,2013,9,12,10,79.27765,-71.2526
300034013464160,2013,9,12,11,79.2778,-71.2560333333
300034013464160,2013,9,12,12,79.2780666667,-71.2606833333
300034013464160,2013,9,12,13,79.2784166667,-71.2647166667
300034013464160,2013,9,12,14,79.27875,-71.2677
300034013464160,2013,9,12,15,79.27885,-71.2686333333
300034013464160,2013,9,12,16,79.27875,-71.2678666667
300034013464160,2013,9,12,17,79.2784666667,-71.2652166667
300034013464160,2013,9,12,18,79.2780666667,-71.26025
300034013464160,2013,9,12,19,79.2777333333,-71.2545833333
300034013464160,2013,9,12,20,79.27755,-71.2487333333
300034013464160,2013,9,12,21,79.2775333333,-71.2452833333
300034013464160,2013,9,12,22,79.27755,-71.2443
300034013464160,2013,9,12,23,79.27755,-71.24495
300034013464160,2013,9,13,0,79.2775666667,-71.2473666667
300034013464160,2013,9,13,1,79.2776166667,-71.2505166667
300034013464160,2013,9,13,2,79.2776666667,-71.2524166667
300034013464160,2013,9,13,3,79.2777166667,-71.2534
300034013464160,2013,9,13,4,79.2777166667,-71.25395
300034013464160,2013,9,13,5,79.2777166667,-71.2538166667
300034013464160,2013,9,13,6,79.2776833333,-71.2526
300034013464160,2013,9,13,7,79.2776666667,-71.2522833333
300034013464160,2013,9,13,8,79.2776666667,-71.2520166667
300034013464160,2013,9,13,9,79.2776833333,-71.2533333333
300034013464160,2013,9,13,10,79.2777833333,-71.25595
300034013464160,2013,9,13,11,79.2779666667,-71.2589
300034013464160,2013,9,13,12,79.2781166667,-71.2612666667
300034013464160,2013,9,13,13,79.2781833333,-71.26195
300034013464160,2013,9,13,14,79.27805,-71.2602833333
300034013464160,2013,9,13,15,79.2778333333,-71.2568166667
300034013464160,2013,9,13,16,79.2776833333,-71.2527833333
300034013464160,2013,9,13,17,79.2776,-71.24825
300034013464160,2013,9,13,18,79.2775666667,-71.2450833333
300034013464160,2013,9,13,19,79.2775833333,-71.2446166667
300034013464160,2013,9,13,20,79.2775666667,-71.24515
300034013464160,2013,9,13,21,79.27755,-71.2458166667
300034013464160,2013,9,13,22,79.2775333333,-71.2455
300034013464160,2013,9,13,23,79.2775333333,-71.2445666667
300034013464160,2013,9,14,0,79.2775333333,-71.2435666667
300034013464160,2013,9,14,1,79.2775833333,-71.2419833333
300034013464160,2013,9,14,2,79.27765,-71.2396166667
300034013464160,2013,9,14,3,79.2777166667,-71.2376166667
300034013464160,2013,9,14,4,79.2778,-71.2356833333
300034013464160,2013,9,14,5,79.2778833333,-71.2338666667
300034013464160,2013,9,14,6,79.2779666667,-71.23235
300034013464160,2013,9,14,7,79.2779666667,-71.2320666667
300034013464160,2013,9,14,8,79.2779833333,-71.2320333333
300034013464160,2013,9,14,9,79.2779666667,-71.2322
300034013464160,2013,9,14,10,79.2779,-71.23315
