"beacon","year","month","day","hour","minute","lat","lon","airTemp","batt","atmPres","FormatID","obs","gps_time","speed"
"BUOY1.",2013,2,26,11,0,68.0702,-64.52,-23.6,10.2,0,40,179,2013-02-26 11:00:00,0
"BUOY1.",2013,2,26,12,0,68.0702,-64.5202,-23.5,10.2,0,40,180,2013-02-26 12:00:00,0
"BUOY1.",2013,2,26,13,0,68.0702,-64.52,-23.4,10.2,0,40,181,2013-02-26 13:00:00,0
"BUOY1.",2013,2,26,14,0,68.0702,-64.52,-23.2,10.2,0,40,182,2013-02-26 14:00:00,0
"BUOY1.",2013,2,26,15,0,68.0702,-64.52,-22.9,10.2,0,40,183,2013-02-26 15:00:00,0
"BUOY1.",2013,2,26,16,0,68.0702,-64.52,-22.6,10.4,0,40,184,2013-02-26 16:00:00,0
"BUOY1.",2013,2,26,17,0,68.0702,-64.52,-22.3,10.4,0,40,185,2013-02-26 17:00:00,0
"BUOY1.",2013,2,26,18,0,68.0702,-64.52,-22,10.4,0,40,186,2013-02-26 18:00:00,0
"BUOY1.",2013,2,26,19,0,68.0702,-64.5196,-21.9,10.4,0,40,187,2013-02-26 19:00:00,0
"BUOY1.",2013,2,26,20,0,68.0702,-64.52,-22.1,10.4,0,40,188,2013-02-26 20:00:00,0
"BUOY1.",2013,2,26,21,0,68.0702,-64.52,-22.3,10.4,0,40,189,2013-02-26 21:00:00,0
"BUOY1.",2013,2,26,22,0,68.0702,-64.5202,-22.9,10.4,0,40,190,2013-02-26 22:00:00,0
"BUOY1.",2013,2,26,23,0,68.0702,-64.52,-23.5,10.4,0,40,191,2013-02-26 23:00:00,0
"BUOY1.",2013,2,27,0,0,68.0702,-64.52,-24.1,10.2,0,40,192,2013-02-27 00:00:00,0
"BUOY1.",2013,2,27,1,0,68.0702,-64.52,-24.4,10.2,0,40,193,2013-02-27 01:00:00,0
"BUOY1.",2013,2,27,2,0,68.0702,-64.52,-24.7,10.2,0,40,194,2013-02-27 02:00:00,0
"BUOY1.",2013,2,27,3,0,68.0702,-64.52,-25,10.2,0,40,195,2013-02-27 03:00:00,0
"BUOY1.",2013,2,27,4,0,68.0702,-64.52,-25.1,10.2,0,40,196,2013-02-27 04:00:00,0
"BUOY1.",2013,2,27,5,0,68.0702,-64.52,-25.2,10.2,0,40,197,2013-02-27 05:00:00,0
"BUOY1.",2013,2,27,6,0,68.0702,-64.52,-25.3,10.2,0,40,198,2013-02-27 06:00:00,0
"BUOY1.",2013,2,27,7,0,68.0702,-64.52,-25.2,10.2,0,40,199,2013-02-27 07:00:00,0
"BUOY1.",2013,2,27,8,0,68.0702,-64.52,-25,10.2,0,40,200,2013-02-27 08:00:00,0
"BUOY1.",2013,2,27,9,0,68.0702,-64.52,-24.8,10.2,0,40,201,2013-02-27 09:00:00,0
