"beacon","year","month","day","hour","minute","lat","lon","airTemp","batt","atmPres","FormatID","obs","gps_time","speed"
"460170",2014,1,2,18,0,79.57635,-67.7826166667,-99,-99,-99,-99,43,2014-01-02 18:00:00,0.00167878847363239
"460170",2014,1,2,19,0,79.5764,-67.7827166667,-99,-99,-99,-99,44,2014-01-02 19:00:00,0.00591941204021136
"460170",2014,1,2,20,0,79.5764,-67.78265,-99,-99,-99,-99,45,2014-01-02 20:00:00,0.00134410649456008
"460170",2014,1,2,21,0,79.5764166667,-67.78285,-99,-99,-99,-99,46,2014-01-02 21:00:00,0.00443453305264516
"460170",2014,1,2,22,0,79.5764333333,-67.7826666667,-99,-99,-99,-99,47,2014-01-02 22:00:00,0.00413189792218916
"460170",2014,1,2,23,0,79.5764333333,-67.7826333333,-99,-99,-99,-99,48,2014-01-02 23:00:00,0.000672053247280037
"460170",2014,1,3,0,0,79.5764166667,-67.7826666667,-99,-99,-99,-99,49,2014-01-03 00:00:00,0.00197313734673706
"460170",2014,1,3,1,0,79.5764333333,-67.7826833333,-99,-99,-99,-99,50,2014-01-03 01:00:00,0.0018841477537688
"460170",2014,1,3,2,0,79.5764166667,-67.7826833333,-99,-99,-99,-99,51,2014-01-03 02:00:00,0.00185515913654568
"460170",2014,1,3,3,0,79.5764,-67.7825833333,-99,-99,-99,-99,52,2014-01-03 03:00:00,0.00273815310294771
"460170",2014,1,3,4,0,79.5763666667,-67.7828333333,-99,-99,-99,-99,53,2014-01-03 04:00:00,0.00625551263610324
"460170",2014,1,3,5,0,79.5763833333,-67.7827333333,-99,-99,-99,-99,54,2014-01-03 05:00:00,0.00273815310294771
"460170",2014,1,3,6,0,79.5763833333,-67.7826833333,-99,-99,-99,-99,55,2014-01-03 06:00:00,0.00101031756484087
"460170",2014,1,3,7,0,79.5763833333,-67.7827166667,-99,-99,-99,-99,56,2014-01-03 07:00:00,0.000672053247280037
"460170",2014,1,3,8,0,79.5764166667,-67.7828,-99,-99,-99,-99,57,2014-01-03 08:00:00,0.00407355195599376
"460170",2014,1,3,9,0,79.5764166667,-67.7827333333,-99,-99,-99,-99,58,2014-01-03 09:00:00,0.00134074201745712
"460170",2014,1,3,10,0,79.5764,-67.7828166667,-99,-99,-99,-99,59,2014-01-03 10:00:00,0.00250198844144211
"460170",2014,1,3,11,0,79.5764166667,-67.78275,-99,-99,-99,-99,60,2014-01-03 11:00:00,0.00228893088128146
"460170",2014,1,3,12,0,79.5764333333,-67.78275,-99,-99,-99,-99,61,2014-01-03 12:00:00,0.00185515913654568
"460170",2014,1,3,13,0,79.5764166667,-67.7827333333,-99,-99,-99,-99,62,2014-01-03 13:00:00,0.0018841477537688
"460170",2014,1,3,14,0,79.5764166667,-67.7827,-99,-99,-99,-99,63,2014-01-03 14:00:00,0.000665298771858216
"460170",2014,1,3,15,0,79.5764,-67.7826333333,-99,-99,-99,-99,64,2014-01-03 15:00:00,0.00228893088128146
"460170",2014,1,3,16,0,79.5764166667,-67.7823333333,-99,-99,-99,-99,65,2014-01-03 16:00:00,0.00632015967847102
"460170",2014,1,3,17,0,79.5763666667,-67.7825666667,-99,-99,-99,-99,66,2014-01-03 17:00:00,0.007284883605358
"460170",2014,1,3,18,0,79.5763833333,-67.7827833333,-99,-99,-99,-99,67,2014-01-03 18:00:00,0.00474262029320788
"460170",2014,1,3,19,0,79.5764,-67.7828,-99,-99,-99,-99,68,2014-01-03 19:00:00,0.00188654336535782
"460170",2014,1,3,20,0,79.5764,-67.7827666667,-99,-99,-99,-99,69,2014-01-03 20:00:00,0.000672053247280037
"460170",2014,1,3,21,0,79.5764166667,-67.7829333333,-99,-99,-99,-99,70,2014-01-03 21:00:00,0.00383482793191163
"460170",2014,1,3,22,0,79.57645,-67.7827833333,-99,-99,-99,-99,71,2014-01-03 22:00:00,0.00478528340393847
"460170",2014,1,3,23,0,79.57645,-67.78285,-99,-99,-99,-99,72,2014-01-03 23:00:00,0.00134074201745712
"460170",2014,1,4,0,0,79.5764833333,-67.7829333333,-99,-99,-99,-99,73,2014-01-04 00:00:00,0.00407244305384827
"460170",2014,1,4,1,0,79.5763833333,-67.7826166667,-99,-99,-99,-99,74,2014-01-04 01:00:00,0.0128297059554381
"460170",2014,1,4,2,0,79.57645,-67.7828666667,-99,-99,-99,-99,75,2014-01-04 02:00:00,0.00896832333289584
"460170",2014,1,4,3,0,79.5764333333,-67.78275,-99,-99,-99,-99,76,2014-01-04 03:00:00,0.00299497572013328
"460170",2014,1,4,4,0,79.5764166667,-67.78285,-99,-99,-99,-99,77,2014-01-04 04:00:00,0.00273815310294771
"460170",2014,1,4,5,0,79.5764166667,-67.78285,-99,-99,-99,-99,78,2014-01-04 05:00:00,0
"460170",2014,1,4,6,0,79.5763833333,-67.7828166667,-99,-99,-99,-99,79,2014-01-04 06:00:00,0.0037718894954862
"460170",2014,1,4,7,0,79.5764166667,-67.7828333333,-99,-99,-99,-99,80,2014-01-04 07:00:00,0.00372610951732536
"460170",2014,1,4,8,0,79.5764333333,-67.7828,-99,-99,-99,-99,81,2014-01-04 08:00:00,0.00197313734673706
"460170",2014,1,4,9,0,79.5764333333,-67.7828333333,-99,-99,-99,-99,82,2014-01-04 09:00:00,0.000672053247280037
"460170",2014,1,4,10,0,79.5764333333,-67.783,-99,-99,-99,-99,83,2014-01-04 10:00:00,0.00335757694726482
"460170",2014,1,4,11,0,79.57645,-67.7829166667,-99,-99,-99,-99,84,2014-01-04 11:00:00,0.00250198844144211
"460170",2014,1,4,12,0,79.57645,-67.7827666667,-99,-99,-99,-99,85,2014-01-04 12:00:00,0.00302050367604957
"460170",2014,1,4,13,0,79.5764666667,-67.7828333333,-99,-99,-99,-99,86,2014-01-04 13:00:00,0.00228893088128146
"460170",2014,1,4,14,0,79.57645,-67.7828,-99,-99,-99,-99,87,2014-01-04 14:00:00,0.00197313734673706
