Asset Name,Modem Id,Date(GMT),GPS LATITUDE (DEGREES),GPS LONGITUDE (DEGREES),FORMAT ID,YEAR,MONTH,DAY (day),HOUR (hr),MINUTE (min),Sea Surface Temperature (ﾰC),Battery Voltage (V),Time Since Last GPS fix (min),GPS reported Signal to Noise ratio (dB),Time to First fix (s),Iridium Transmission Duration (s),Hex Data
BUOY_1,300234010035940,2014-02-18 08:00:00,67.381,-63.1632,40,2014,2,18,8,0,-17.8,10,0,48,8,30,281c49200ffed37ffff647bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-18 07:00:00,67.381,-63.1632,40,2014,2,18,7,0,-17.7,10.2,0,48,8,30,281c491c0ffed3fffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-18 06:00:00,67.381,-63.1632,40,2014,2,18,6,0,-17.7,10.2,0,48,30,30,281c49180ffed3fffff687bfc003007651d3f03f3f
BUOY_1,300234010035940,2014-02-18 05:00:00,67.381,-63.1632,40,2014,2,18,5,0,-17.7,10.2,0,48,6,30,281c49140ffed3fffff687bfc003007651d3f00f3f
BUOY_1,300234010035940,2014-02-18 04:00:00,67.381,-63.1632,40,2014,2,18,4,0,-17.7,10.2,0,48,8,30,281c49100ffed3fffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-18 03:00:00,67.381,-63.1632,40,2014,2,18,3,0,-17.7,10.2,0,48,32,30,281c490c0ffed3fffff687bfc003007651d3f0433f
BUOY_1,300234010035940,2014-02-18 02:00:00,67.381,-63.1632,40,2014,2,18,2,0,-17.6,10.2,0,48,10,30,281c49080ffed47ffff687bfc003007651d3f0173f
BUOY_1,300234010035940,2014-02-18 01:00:00,67.381,-63.1632,40,2014,2,18,1,0,-17.6,10.2,0,48,8,30,281c49040ffed47ffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-18 00:00:00,67.381,-63.1632,40,2014,2,18,0,0,-17.6,10.2,0,48,30,30,281c49000ffed47ffff687bfc003007651d3f03f3f
BUOY_1,300234010035940,2014-02-17 23:00:00,67.381,-63.1634,40,2014,2,17,23,0,-17.6,10.2,0,48,8,30,281c48dc0ffed47ffff687bfc003007651d3ee133f
BUOY_1,300234010035940,2014-02-17 22:00:00,67.381,-63.1632,40,2014,2,17,22,0,-17.5,10.2,0,52,8,30,281c48d80ffed4fffff687bfc003007651d3f0137f
BUOY_1,300234010035940,2014-02-17 21:00:00,67.381,-63.1632,40,2014,2,17,21,0,-17.5,10.2,0,48,32,30,281c48d40ffed4fffff687bfc003007651d3f0433f
BUOY_1,300234010035940,2014-02-17 20:00:00,67.381,-63.1632,40,2014,2,17,20,0,-17.5,10.2,0,48,8,30,281c48d00ffed4fffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-17 19:00:00,67.381,-63.1632,40,2014,2,17,19,0,-17.5,10.2,0,48,8,30,281c48cc0ffed4fffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-17 18:00:00,67.381,-63.1632,40,2014,2,17,18,0,-17.5,10.2,0,48,30,30,281c48c80ffed4fffff687bfc003007651d3f03f3f
BUOY_1,300234010035940,2014-02-17 17:00:00,67.381,-63.1632,40,2014,2,17,17,0,-17.5,10.2,0,48,8,30,281c48c40ffed4fffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-17 16:00:00,67.381,-63.1632,40,2014,2,17,16,0,-17.4,10.2,0,48,8,30,281c48c00ffed57ffff687bfc003007651d3f0133f
BUOY_1,300234010035940,2014-02-17 15:00:00,67.381,-63.1632,40,2014,2,17,15,0,-17.4,10.2,0,48,32,30,281c48bc0ffed57ffff687bfc003007651d3f0433f
BUOY_1,300234010035940,2014-02-17 14:00:00,67.381,-63.1632,40,2014,2,17,14,0,-17.4,10.2,0,48,10,30,281c48b80ffed57ffff687bfc003007651d3f0173f
BUOY_1,300234010035940,2014-02-17 13:00:00,67.381,-63.1634,40,2014,2,17,13,0,-17.4,10.2,0,48,8,30,281c48b40ffed57ffff687bfc003007651d3ee133f
BUOY_1,300234010035940,2014-02-17 12:00:00,67.381,-63.1632,40,2014,2,17,12,0,-17.3,10.2,0,48,30,30,281c48b00ffed5fffff687bfc003007651d3f03f3f
