ID,yyyy,mm,dd,hh,lat,long
300034013460170,2013,8,25,0,79.6190166667,-69.2700333333
300034013460170,2013,8,25,1,79.5748166667,-67.7833166667
300034013460170,2013,8,25,2,79.5748833333,-67.7833833333
300034013460170,2013,8,25,3,79.57485,-67.78335
300034013460170,2013,8,25,4,79.5748666667,-67.7833166667
300034013460170,2013,8,25,5,79.57485,-67.7832833333
300034013460170,2013,8,25,6,79.5748333333,-67.7833166667
300034013460170,2013,8,25,7,79.5748666667,-67.7832666667
300034013460170,2013,8,25,8,79.5748666667,-67.7828166667
300034013460170,2013,8,25,9,79.5748666667,-67.7833333333
300034013460170,2013,8,25,10,79.5748,-67.7830833333
300034013460170,2013,8,25,11,79.5748833333,-67.7834333333
300034013460170,2013,8,25,12,79.5748833333,-67.7835166667
300034013460170,2013,8,25,13,79.5749,-67.78335
300034013460170,2013,8,25,14,79.5749,-67.7834333333
300034013460170,2013,8,25,15,79.5748666667,-67.7833833333
300034013460170,2013,8,25,16,79.5748833333,-67.7833833333
300034013460170,2013,8,25,17,79.5749833333,-67.7837
300034013460170,2013,8,25,18,79.5749,-67.7831833333
300034013460170,2013,8,25,19,79.57485,-67.7832666667
300034013460170,2013,8,25,20,79.5748333333,-67.7831333333
300034013460170,2013,8,25,21,79.5748666667,-67.78325
300034013460170,2013,8,25,22,79.5748666667,-67.7833666667
300034013460170,2013,8,25,23,79.5748833333,-67.78325
300034013460170,2013,8,26,0,79.5748833333,-67.7833333333
300034013460170,2013,8,26,1,79.5748833333,-67.7833666667
300034013460170,2013,8,26,2,79.5748833333,-67.7833666667
300034013460170,2013,8,26,3,79.5751,-67.78345
300034013460170,2013,8,26,4,79.5748666667,-67.78335
300034013460170,2013,8,26,5,79.5748666667,-67.7833166667
300034013460170,2013,8,26,6,79.57485,-67.78345
300034013460170,2013,8,26,7,79.5748833333,-67.7833
300034013460170,2013,8,26,8,79.5749166667,-67.78305
300034013460170,2013,8,26,9,79.5749833333,-67.7827666667
300034013460170,2013,8,26,10,79.575,-67.7827333333
300034013460170,2013,8,26,11,79.5750333333,-67.7826666667
300034013460170,2013,8,26,12,79.5750666667,-67.7826166667
300034013460170,2013,8,26,13,79.5750166667,-67.7829666667
300034013460170,2013,8,26,14,79.5750333333,-67.7827
300034013460170,2013,8,26,15,79.5750166667,-67.7826666667
300034013460170,2013,8,26,16,79.5750166667,-67.7826333333
300034013460170,2013,8,26,17,79.5750166667,-67.7826666667
300034013460170,2013,8,26,18,79.57505,-67.7827666667
300034013460170,2013,8,26,19,79.575,-67.7825833333
300034013460170,2013,8,26,20,79.575,-67.7824166667
300034013460170,2013,8,26,21,79.57505,-67.7823333333
300034013460170,2013,8,26,22,79.5750333333,-67.78235
300034013460170,2013,8,26,23,79.5750166667,-67.7822833333
300034013460170,2013,8,27,0,79.57505,-67.78215
300034013460170,2013,8,27,1,79.5750333333,-67.7823666667
300034013460170,2013,8,27,2,79.5750666667,-67.7823333333
300034013460170,2013,8,27,3,79.57505,-67.7823333333
300034013460170,2013,8,27,4,79.5750666667,-67.78235
300034013460170,2013,8,27,5,79.57505,-67.7824
300034013460170,2013,8,27,6,79.5750333333,-67.7824
300034013460170,2013,8,27,7,79.57505,-67.7824666667
300034013460170,2013,8,27,8,79.5750333333,-67.7824166667
300034013460170,2013,8,27,9,79.5750333333,-67.7824333333
300034013460170,2013,8,27,10,79.57505,-67.78245
300034013460170,2013,8,27,11,79.5750666667,-67.7823833333
300034013460170,2013,8,27,12,79.57505,-67.7816833333
300034013460170,2013,8,27,13,79.5750833333,-67.7824
300034013460170,2013,8,27,14,79.5750833333,-67.78235
300034013460170,2013,8,27,15,79.57505,-67.7823333333
300034013460170,2013,8,27,16,79.5750666667,-67.78235
300034013460170,2013,8,27,17,79.5751,-67.7824333333
300034013460170,2013,8,27,18,79.5750666667,-67.7823333333
300034013460170,2013,8,27,19,79.5750333333,-67.7824333333
300034013460170,2013,8,27,20,79.5750333333,-67.7823
300034013460170,2013,8,27,21,79.57505,-67.7823
300034013460170,2013,8,27,22,79.57505,-67.7824666667
300034013460170,2013,8,27,23,79.5750666667,-67.7823166667
300034013460170,2013,8,28,0,79.5750666667,-67.7822833333
300034013460170,2013,8,28,1,79.57505,-67.7824
300034013460170,2013,8,28,2,79.5750666667,-67.7823166667
300034013460170,2013,8,28,3,79.57505,-67.7823833333
300034013460170,2013,8,28,4,79.5750666667,-67.78235
300034013460170,2013,8,28,5,79.5751333333,-67.7826333333
300034013460170,2013,8,28,6,79.575,-67.7824666667
300034013460170,2013,8,28,7,79.57505,-67.7823833333
300034013460170,2013,8,28,8,79.57505,-67.78225
300034013460170,2013,8,28,9,79.57505,-67.7824166667
300034013460170,2013,8,28,10,79.57505,-67.7824666667
300034013460170,2013,8,28,11,79.57505,-67.7824
300034013460170,2013,8,28,12,79.5750666667,-67.7824333333
300034013460170,2013,8,28,13,79.5750666667,-67.7823333333
300034013460170,2013,8,28,14,79.5750666667,-67.7824333333
300034013460170,2013,8,28,15,79.5750666667,-67.7824333333
300034013460170,2013,8,28,16,79.5750666667,-67.7823833333
300034013460170,2013,8,28,17,79.5751,-67.78245
300034013460170,2013,8,28,18,79.5751166667,-67.7822166667
300034013460170,2013,8,28,19,79.5750666667,-67.78245
300034013460170,2013,8,28,20,79.575,-67.7824166667
300034013460170,2013,8,28,21,79.5750666667,-67.78235
300034013460170,2013,8,28,22,79.57505,-67.7824
300034013460170,2013,8,28,23,79.57505,-67.78235
300034013460170,2013,8,29,0,79.57505,-67.7822666667
300034013460170,2013,8,29,1,79.57505,-67.7823333333
300034013460170,2013,8,29,2,79.5750666667,-67.7824
300034013460170,2013,8,29,3,79.5750333333,-67.7823666667
300034013460170,2013,8,29,4,79.57505,-67.7823833333
300034013460170,2013,8,29,5,79.5750833333,-67.7825
300034013460170,2013,8,29,6,79.575,-67.7823833333
300034013460170,2013,8,29,7,79.57505,-67.7823833333
300034013460170,2013,8,29,8,79.5750333333,-67.78235
300034013460170,2013,8,29,9,79.57505,-67.7823833333
300034013460170,2013,8,29,10,79.5750333333,-67.78245
300034013460170,2013,8,29,11,79.57505,-67.7824166667
300034013460170,2013,8,29,12,79.5750333333,-67.7820666667
300034013460170,2013,8,29,13,79.5750666667,-67.7823333333
300034013460170,2013,8,29,14,79.5750666667,-67.7823833333
300034013460170,2013,8,29,15,79.5750666667,-67.7823666667
300034013460170,2013,8,29,16,79.5750666667,-67.7824166667
300034013460170,2013,8,29,17,79.5750833333,-67.78245
300034013460170,2013,8,29,18,79.5750666667,-67.7824666667
300034013460170,2013,8,29,19,79.57505,-67.7824
300034013460170,2013,8,29,20,79.5750666667,-67.78245
300034013460170,2013,8,29,21,79.5750666667,-67.7823833333
300034013460170,2013,8,29,22,79.57505,-67.78245
300034013460170,2013,8,29,23,79.57505,-67.7822833333
300034013460170,2013,8,30,0,79.5750666667,-67.7822666667
300034013460170,2013,8,30,1,79.5750333333,-67.78235
300034013460170,2013,8,30,2,79.57505,-67.7823833333
300034013460170,2013,8,30,3,79.57505,-67.7824166667
300034013460170,2013,8,30,4,79.57505,-67.7824
300034013460170,2013,8,30,5,79.5750666667,-67.7823833333
300034013460170,2013,8,30,6,79.57505,-67.7823166667
300034013460170,2013,8,30,7,79.5751166667,-67.78215
300034013460170,2013,8,30,8,79.5750333333,-67.7825166667
